File,Line,Error Message
./en/1-design-with-users.md,496, MD013 Line length
./en/1-design-with-users.md,500, MD013 Line length
./en/1-design-with-users.md,502, MD013 Line length
./en/1-design-with-users.md,518, MD013 Line length
./en/1-design-with-users.md,520, MD013 Line length
./en/1-design-with-users.md,530, MD013 Line length
./en/1-design-with-users.md,532, MD013 Line length
./en/1-design-with-users.md,534, MD013 Line length
./en/1-design-with-users.md,536, MD013 Line length
./en/1-design-with-users.md,538, MD013 Line length
./en/1-design-with-users.md,540, MD013 Line length
./en/1-design-with-users.md,544, MD013 Line length
./en/1-design-with-users.md,546, MD013 Line length
./en/1-design-with-users.md,548, MD013 Line length
./en/1-design-with-users.md,562, MD013 Line length
./en/1-design-with-users.md,566, MD013 Line length
./en/1-design-with-users.md,570, MD013 Line length
./en/1-design-with-users.md,572, MD013 Line length
./en/1-design-with-users.md,578, MD013 Line length
./en/1-design-with-users.md,590, MD013 Line length
./en/1-design-with-users.md,592, MD013 Line length
./en/1-design-with-users.md,594, MD013 Line length
./en/1-design-with-users.md,596, MD013 Line length
./en/1-design-with-users.md,598, MD013 Line length
./en/1-design-with-users.md,600, MD013 Line length
./en/1-design-with-users.md,602, MD013 Line length
./en/1-design-with-users.md,604, MD013 Line length
./en/1-design-with-users.md,608, MD013 Line length
./en/1-design-with-users.md,610, MD013 Line length
./en/1-design-with-users.md,612, MD013 Line length
./en/1-design-with-users.md,614, MD013 Line length
./en/1-design-with-users.md,620, MD013 Line length
./en/1-design-with-users.md,622, MD013 Line length
./en/1-design-with-users.md,624, MD013 Line length
./en/1-design-with-users.md,626, MD013 Line length
./en/1-design-with-users.md,628, MD013 Line length
./en/1-design-with-users.md,634, MD013 Line length
./en/1-design-with-users.md,636, MD013 Line length
./en/1-design-with-users.md,640, MD013 Line length
./en/1-design-with-users.md,642, MD013 Line length
./en/1-design-with-users.md,656, MD013 Line length
./en/1-design-with-users.md,660, MD013 Line length
./en/1-design-with-users.md,662, MD013 Line length
./en/1-design-with-users.md,666, MD013 Line length
./en/1-design-with-users.md,672, MD013 Line length
./en/1-design-with-users.md,676, MD013 Line length
./en/1-design-with-users.md,678, MD013 Line length
./en/1-design-with-users.md,682, MD013 Line length
./en/1-design-with-users.md,690, MD013 Line length
./en/1-design-with-users.md,698, MD013 Line length
./en/1-design-with-users.md,704, MD013 Line length
./en/1-design-with-users.md,710, MD013 Line length
./en/1-design-with-users.md,714, MD013 Line length
./en/1-design-with-users.md,716, MD013 Line length
./en/1-design-with-users.md,718, MD013 Line length
./en/1-design-with-users.md,720, MD013 Line length
./en/1-design-with-users.md,722, MD013 Line length
./en/1-design-with-users.md,726, MD013 Line length
./en/1-design-with-users.md,728, MD013 Line length
./en/1-design-with-users.md,730, MD013 Line length
./en/1-design-with-users.md,732, MD013 Line length
./en/1-design-with-users.md,734, MD013 Line length
./en/1-design-with-users.md,738, MD013 Line length
./en/1-design-with-users.md,744, MD013 Line length
./en/1-design-with-users.md,748, MD013 Line length
./en/1-design-with-users.md,750, MD013 Line length
./en/1-design-with-users.md,86, MD024 Multiple headers with the same content
./en/1-design-with-users.md,118, MD024 Multiple headers with the same content
./en/1-design-with-users.md,191, MD024 Multiple headers with the same content
./en/1-design-with-users.md,285, MD024 Multiple headers with the same content
./en/1-design-with-users.md,313, MD024 Multiple headers with the same content
./en/1-design-with-users.md,325, MD024 Multiple headers with the same content
./en/1-design-with-users.md,335, MD024 Multiple headers with the same content
./en/1-design-with-users.md,350, MD024 Multiple headers with the same content
./en/1-design-with-users.md,354, MD024 Multiple headers with the same content
./en/1-design-with-users.md,380, MD024 Multiple headers with the same content
./en/1-design-with-users.md,398, MD024 Multiple headers with the same content
./en/1-design-with-users.md,416, MD024 Multiple headers with the same content
./en/1-design-with-users.md,504, MD024 Multiple headers with the same content
./en/1-design-with-users.md,526, MD024 Multiple headers with the same content
./en/1-design-with-users.md,574, MD024 Multiple headers with the same content
./en/1-design-with-users.md,584, MD024 Multiple headers with the same content
./en/1-design-with-users.md,630, MD024 Multiple headers with the same content
./en/1-design-with-users.md,658, MD024 Multiple headers with the same content
./en/1-design-with-users.md,668, MD024 Multiple headers with the same content
./en/1-design-with-users.md,736, MD024 Multiple headers with the same content
./en/1-design-with-users.md,740, MD024 Multiple headers with the same content
./en/1-design-with-users.md,4, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,26, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,34, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,74, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,146, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,307, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,348, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,372, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,558, MD036 Emphasis used instead of a header
./en/1-design-with-users.md,652, MD036 Emphasis used instead of a header
./en/10-be-good-data-stewards.md,1, MD002 First header should be a top level header
./en/10-be-good-data-stewards.md,140, MD007 Unordered list indentation
./en/10-be-good-data-stewards.md,203, MD012 Multiple consecutive blank lines
./en/10-be-good-data-stewards.md,9, MD013 Line length
./en/10-be-good-data-stewards.md,11, MD013 Line length
./en/10-be-good-data-stewards.md,19, MD013 Line length
./en/10-be-good-data-stewards.md,25, MD013 Line length
./en/10-be-good-data-stewards.md,39, MD013 Line length
./en/10-be-good-data-stewards.md,49, MD013 Line length
./en/10-be-good-data-stewards.md,55, MD013 Line length
./en/10-be-good-data-stewards.md,57, MD013 Line length
./en/10-be-good-data-stewards.md,59, MD013 Line length
./en/10-be-good-data-stewards.md,63, MD013 Line length
./en/10-be-good-data-stewards.md,69, MD013 Line length
./en/10-be-good-data-stewards.md,79, MD013 Line length
./en/10-be-good-data-stewards.md,81, MD013 Line length
./en/10-be-good-data-stewards.md,88, MD013 Line length
./en/10-be-good-data-stewards.md,104, MD013 Line length
./en/10-be-good-data-stewards.md,116, MD013 Line length
./en/10-be-good-data-stewards.md,124, MD013 Line length
./en/10-be-good-data-stewards.md,140, MD013 Line length
./en/10-be-good-data-stewards.md,142, MD013 Line length
./en/10-be-good-data-stewards.md,144, MD013 Line length
./en/10-be-good-data-stewards.md,148, MD013 Line length
./en/10-be-good-data-stewards.md,150, MD013 Line length
./en/10-be-good-data-stewards.md,154, MD013 Line length
./en/10-be-good-data-stewards.md,158, MD013 Line length
./en/10-be-good-data-stewards.md,162, MD013 Line length
./en/10-be-good-data-stewards.md,164, MD013 Line length
./en/10-be-good-data-stewards.md,166, MD013 Line length
./en/10-be-good-data-stewards.md,168, MD013 Line length
./en/10-be-good-data-stewards.md,170, MD013 Line length
./en/10-be-good-data-stewards.md,172, MD013 Line length
./en/10-be-good-data-stewards.md,174, MD013 Line length
./en/10-be-good-data-stewards.md,175, MD013 Line length
./en/10-be-good-data-stewards.md,177, MD013 Line length
./en/10-be-good-data-stewards.md,179, MD013 Line length
./en/10-be-good-data-stewards.md,187, MD013 Line length
./en/10-be-good-data-stewards.md,189, MD013 Line length
./en/10-be-good-data-stewards.md,191, MD013 Line length
./en/10-be-good-data-stewards.md,193, MD013 Line length
./en/10-be-good-data-stewards.md,195, MD013 Line length
./en/10-be-good-data-stewards.md,197, MD013 Line length
./en/10-be-good-data-stewards.md,199, MD013 Line length
./en/10-be-good-data-stewards.md,201, MD013 Line length
./en/10-be-good-data-stewards.md,51, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,100, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,134, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,183, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,208, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,212, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,224, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,228, MD024 Multiple headers with the same content
./en/10-be-good-data-stewards.md,3, MD036 Emphasis used instead of a header
./en/10-be-good-data-stewards.md,19, MD036 Emphasis used instead of a header
./en/10-be-good-data-stewards.md,29, MD036 Emphasis used instead of a header
./en/10-be-good-data-stewards.md,45, MD036 Emphasis used instead of a header
./en/10-be-good-data-stewards.md,112, MD036 Emphasis used instead of a header
./en/10-be-good-data-stewards.md,206, MD036 Emphasis used instead of a header
./en/10-be-good-data-stewards.md,222, MD036 Emphasis used instead of a header
./en/2-build-in-accessibility-from-start.md,1, MD002 First header should be a top level header
./en/2-build-in-accessibility-from-start.md,112, MD007 Unordered list indentation
./en/2-build-in-accessibility-from-start.md,3, MD012 Multiple consecutive blank lines
./en/2-build-in-accessibility-from-start.md,10, MD013 Line length
./en/2-build-in-accessibility-from-start.md,12, MD013 Line length
./en/2-build-in-accessibility-from-start.md,18, MD013 Line length
./en/2-build-in-accessibility-from-start.md,26, MD013 Line length
./en/2-build-in-accessibility-from-start.md,32, MD013 Line length
./en/2-build-in-accessibility-from-start.md,34, MD013 Line length
./en/2-build-in-accessibility-from-start.md,40, MD013 Line length
./en/2-build-in-accessibility-from-start.md,42, MD013 Line length
./en/2-build-in-accessibility-from-start.md,44, MD013 Line length
./en/2-build-in-accessibility-from-start.md,46, MD013 Line length
./en/2-build-in-accessibility-from-start.md,48, MD013 Line length
./en/2-build-in-accessibility-from-start.md,50, MD013 Line length
./en/2-build-in-accessibility-from-start.md,52, MD013 Line length
./en/2-build-in-accessibility-from-start.md,58, MD013 Line length
./en/2-build-in-accessibility-from-start.md,68, MD013 Line length
./en/2-build-in-accessibility-from-start.md,72, MD013 Line length
./en/2-build-in-accessibility-from-start.md,74, MD013 Line length
./en/2-build-in-accessibility-from-start.md,76, MD013 Line length
./en/2-build-in-accessibility-from-start.md,82, MD013 Line length
./en/2-build-in-accessibility-from-start.md,84, MD013 Line length
./en/2-build-in-accessibility-from-start.md,86, MD013 Line length
./en/2-build-in-accessibility-from-start.md,88, MD013 Line length
./en/2-build-in-accessibility-from-start.md,90, MD013 Line length
./en/2-build-in-accessibility-from-start.md,92, MD013 Line length
./en/2-build-in-accessibility-from-start.md,94, MD013 Line length
./en/2-build-in-accessibility-from-start.md,96, MD013 Line length
./en/2-build-in-accessibility-from-start.md,98, MD013 Line length
./en/2-build-in-accessibility-from-start.md,100, MD013 Line length
./en/2-build-in-accessibility-from-start.md,102, MD013 Line length
./en/2-build-in-accessibility-from-start.md,104, MD013 Line length
./en/2-build-in-accessibility-from-start.md,106, MD013 Line length
./en/2-build-in-accessibility-from-start.md,126, MD013 Line length
./en/2-build-in-accessibility-from-start.md,78, MD024 Multiple headers with the same content
./en/2-build-in-accessibility-from-start.md,122, MD024 Multiple headers with the same content
./en/2-build-in-accessibility-from-start.md,130, MD024 Multiple headers with the same content
./en/2-build-in-accessibility-from-start.md,134, MD024 Multiple headers with the same content
./en/2-build-in-accessibility-from-start.md,142, MD024 Multiple headers with the same content
./en/2-build-in-accessibility-from-start.md,146, MD024 Multiple headers with the same content
./en/2-build-in-accessibility-from-start.md,4, MD036 Emphasis used instead of a header
./en/2-build-in-accessibility-from-start.md,18, MD036 Emphasis used instead of a header
./en/2-build-in-accessibility-from-start.md,28, MD036 Emphasis used instead of a header
./en/2-build-in-accessibility-from-start.md,64, MD036 Emphasis used instead of a header
./en/2-build-in-accessibility-from-start.md,128, MD036 Emphasis used instead of a header
./en/2-build-in-accessibility-from-start.md,140, MD036 Emphasis used instead of a header
./en/3-collaborate-widely.md,1, MD002 First header should be a top level header
./en/3-collaborate-widely.md,9, MD013 Line length
./en/3-collaborate-widely.md,13, MD013 Line length
./en/3-collaborate-widely.md,17, MD013 Line length
./en/3-collaborate-widely.md,31, MD013 Line length
./en/3-collaborate-widely.md,39, MD013 Line length
./en/3-collaborate-widely.md,57, MD013 Line length
./en/3-collaborate-widely.md,35, MD024 Multiple headers with the same content
./en/3-collaborate-widely.md,41, MD024 Multiple headers with the same content
./en/3-collaborate-widely.md,49, MD024 Multiple headers with the same content
./en/3-collaborate-widely.md,53, MD024 Multiple headers with the same content
./en/3-collaborate-widely.md,61, MD024 Multiple headers with the same content
./en/3-collaborate-widely.md,65, MD024 Multiple headers with the same content
./en/3-collaborate-widely.md,3, MD036 Emphasis used instead of a header
./en/3-collaborate-widely.md,17, MD036 Emphasis used instead of a header
./en/3-collaborate-widely.md,21, MD036 Emphasis used instead of a header
./en/3-collaborate-widely.md,33, MD036 Emphasis used instead of a header
./en/3-collaborate-widely.md,47, MD036 Emphasis used instead of a header
./en/3-collaborate-widely.md,59, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,1, MD002 First header should be a top level header
./en/4-empower-staff-deliver-better-services.md,64, MD007 Unordered list indentation
./en/4-empower-staff-deliver-better-services.md,212, MD007 Unordered list indentation
./en/4-empower-staff-deliver-better-services.md,307, MD007 Unordered list indentation
./en/4-empower-staff-deliver-better-services.md,25, MD012 Multiple consecutive blank lines
./en/4-empower-staff-deliver-better-services.md,7, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,9, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,13, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,21, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,23, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,36, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,46, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,54, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,60, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,64, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,66, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,68, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,70, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,74, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,76, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,78, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,80, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,82, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,86, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,88, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,90, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,92, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,94, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,96, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,104, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,106, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,108, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,112, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,118, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,120, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,126, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,128, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,130, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,132, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,134, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,136, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,138, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,140, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,142, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,144, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,152, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,158, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,180, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,186, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,188, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,196, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,198, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,200, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,202, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,204, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,206, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,208, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,210, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,214, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,216, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,218, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,220, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,222, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,224, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,226, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,232, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,252, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,254, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,264, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,266, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,268, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,272, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,275, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,281, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,289, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,291, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,293, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,295, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,297, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,299, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,301, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,303, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,308, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,310, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,312, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,314, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,316, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,318, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,320, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,322, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,324, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,326, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,330, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,332, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,340, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,342, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,344, MD013 Line length
./en/4-empower-staff-deliver-better-services.md,56, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,98, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,122, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,154, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,162, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,170, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,190, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,228, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,236, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,285, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,334, MD024 Multiple headers with the same content
./en/4-empower-staff-deliver-better-services.md,3, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,21, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,26, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,42, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,114, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,160, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,182, MD036 Emphasis used instead of a header
./en/4-empower-staff-deliver-better-services.md,248, MD036 Emphasis used instead of a header
./en/5-work-in-open-by-default.md,1, MD002 First header should be a top level header
./en/5-work-in-open-by-default.md,87, MD007 Unordered list indentation
./en/5-work-in-open-by-default.md,228, MD007 Unordered list indentation
./en/5-work-in-open-by-default.md,171, MD012 Multiple consecutive blank lines
./en/5-work-in-open-by-default.md,172, MD012 Multiple consecutive blank lines
./en/5-work-in-open-by-default.md,7, MD013 Line length
./en/5-work-in-open-by-default.md,11, MD013 Line length
./en/5-work-in-open-by-default.md,21, MD013 Line length
./en/5-work-in-open-by-default.md,23, MD013 Line length
./en/5-work-in-open-by-default.md,25, MD013 Line length
